version,migration_name,classification,canonical_active_match,archived_path
20260718090200,creator_protocol_constitution_assets_operators_forks_succession,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718090200_creator_protocol_constitution_assets_operators_forks_succession.sql
20260718090300,creator_protocol_constitution_incidents_audit_public_projections_outbox,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718090300_creator_protocol_constitution_incidents_audit_public_projections_outbox.sql
20260718100000,creator_interop_approval_packages_networks,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718100000_creator_interop_approval_packages_networks.sql
20260718100100,creator_interop_recognitions_profiles_decisions,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718100100_creator_interop_recognitions_profiles_decisions.sql
20260718100200,creator_interop_projections_incidents_audit_outbox,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718100200_creator_interop_projections_incidents_audit_outbox.sql
20260718110000,creator_interop_org_approval_orgs_instruments,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718110000_creator_interop_org_approval_orgs_instruments.sql
20260718110100,creator_interop_org_organs_hq_privileges,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718110100_creator_interop_org_organs_hq_privileges.sql
20260718110200,creator_interop_org_budget_oversight_relationships,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718110200_creator_interop_org_budget_oversight_relationships.sql
20260718110300,creator_interop_org_projections_audit_outbox,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718110300_creator_interop_org_projections_audit_outbox.sql
20260718120000,creator_interop_institution_approval_core,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718120000_creator_interop_institution_approval_core.sql
20260718120100,creator_interop_institution_protocols_services,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718120100_creator_interop_institution_protocols_services.sql
20260718120200,creator_interop_institution_funding_oversight,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718120200_creator_interop_institution_funding_oversight.sql
20260718120300,creator_interop_institution_compliance_projections_outbox,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718120300_creator_interop_institution_compliance_projections_outbox.sql
20260718130000,creator_treaty_ops_approval_core,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718130000_creator_treaty_ops_approval_core.sql
20260718130100,creator_treaty_ops_reviews_protocols,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718130100_creator_treaty_ops_reviews_protocols.sql
20260718130200,creator_treaty_ops_relationships_funding,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718130200_creator_treaty_ops_relationships_funding.sql
20260718130300,creator_treaty_ops_projections_audit_outbox,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718130300_creator_treaty_ops_projections_audit_outbox.sql
20260718200000,fix_artist_profiles_owner_user_id_trigger,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260718200000_fix_artist_profiles_owner_user_id_trigger.sql
20260719190826,notifications_account_scope_backfill,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260719190826_notifications_account_scope_backfill.sql
20260719193000,fix_tours_insert_owner_rls,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260719193000_fix_tours_insert_owner_rls.sql
20260719195500,employment_assignments_tour_id,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260719195500_employment_assignments_tour_id.sql
20260719210000,logistics_ops_foundation,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260719210000_logistics_ops_foundation.sql
20260719210918,messaging_account_scope,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260719210918_messaging_account_scope.sql
20260719220000,recognition_notifications_and_badge_seeds,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260719220000_recognition_notifications_and_badge_seeds.sql
20260719223037,admin_tour_foundation_security,superseded_conflicting_variant,20260720021441_admin_tour_foundation_security.sql,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260719223037_admin_tour_foundation_security.sql
20260719230353,admin_ticketing_security,superseded_conflicting_variant,20260720020254_admin_ticketing_security.sql,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260719230353_admin_ticketing_security.sql
20260719233431,admin_tour_stop_publish,superseded_conflicting_variant,20260720020302_admin_tour_stop_publish.sql,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260719233431_admin_tour_stop_publish.sql
20260719340000,creator_treaty_renewal_approval_core,invalid_timestamp_local_only,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260719340000_creator_treaty_renewal_approval_core.sql
20260719340100,creator_treaty_renewal_impacts_sunsets,invalid_timestamp_local_only,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260719340100_creator_treaty_renewal_impacts_sunsets.sql
20260719340200,creator_treaty_renewal_archives_continuity,invalid_timestamp_local_only,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260719340200_creator_treaty_renewal_archives_continuity.sql
20260719340300,creator_treaty_renewal_projections_audit_outbox,invalid_timestamp_local_only,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260719340300_creator_treaty_renewal_projections_audit_outbox.sql
20260720000000,audius_provider_references,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720000000_audius_provider_references.sql
20260720003000,admin_tour_collaboration_security,superseded_conflicting_variant,20260720020544_admin_tour_collaboration_security.sql,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720003000_admin_tour_collaboration_security.sql
20260720010000,travel_change_notifications,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720010000_travel_change_notifications.sql
20260720065221,organization_social_integrations_content_hub,superseded_conflicting_variant,20260720070144_organization_social_integrations_content_hub.sql,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720065221_organization_social_integrations_content_hub.sql
20260720074945,admin_tenant_key_quarantine,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720074945_admin_tenant_key_quarantine.sql
20260720075248,admin_finance_rls_sec106,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720075248_admin_finance_rls_sec106.sql
20260720075400,admin_logistics_rls_sec107,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720075400_admin_logistics_rls_sec107.sql
20260720075500,admin_legacy_ticketing_rls_sec108,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720075500_admin_legacy_ticketing_rls_sec108.sql
20260720153400,admin_org_scoped_mutation_sec110,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720153400_admin_org_scoped_mutation_sec110.sql
20260720153600,security_audit_events_sec111,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720153600_security_audit_events_sec111.sql
20260720160000,admin_tour_api_telemetry_tour106,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720160000_admin_tour_api_telemetry_tour106.sql
20260720161000,tour_plan_version_plan101,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720161000_tour_plan_version_plan101.sql
20260720170000,admin_publication_outbox_pub101,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720170000_admin_publication_outbox_pub101.sql
20260720171000,admin_publication_schema_pub102,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720171000_admin_publication_schema_pub102.sql
20260720172000,event_version_event104,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720172000_event_version_event104.sql
20260720173000,admin_workforce_authority_work102,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720173000_admin_workforce_authority_work102.sql
20260720174000,workforce_identity_aliases_work105,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720174000_workforce_identity_aliases_work105.sql
20260720174322,fin105_reversal_adjustment_rules,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720174322_fin105_reversal_adjustment_rules.sql
20260720175000,travel_org_keys_travel101,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720175000_travel_org_keys_travel101.sql
20260720176000,travel_rls_travel102,invalid_timestamp_local_only,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720176000_travel_rls_travel102.sql
20260720177000,travel_coordination_lifecycle_travel104,invalid_timestamp_local_only,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720177000_travel_coordination_lifecycle_travel104.sql
20260720178000,logistics_org_keys_log101,invalid_timestamp_local_only,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720178000_logistics_org_keys_log101.sql
20260720179000,site_map_org_inheritance_map101,invalid_timestamp_local_only,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720179000_site_map_org_inheritance_map101.sql
20260720180000,tix101_drop_legacy_policies,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720180000_tix101_drop_legacy_policies.sql
20260720181000,tix102_harden_foundation_rls,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720181000_tix102_harden_foundation_rls.sql
20260720182000,finance_org_keys_fin101,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720182000_finance_org_keys_fin101.sql
20260720183000,fin102_replace_blanket_rls,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720183000_fin102_replace_blanket_rls.sql
20260720184000,fin105_reversal_adjustment_rules,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720184000_fin105_reversal_adjustment_rules.sql
20260720184540,entity_grants_sec204,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720184540_entity_grants_sec204.sql
20260720184600,tour_metadata_version_tour201,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720184600_tour_metadata_version_tour201.sql
20260720185000,vend102_vendor_identity_master,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720185000_vend102_vendor_identity_master.sql
20260720186000,vend103_protected_vendor_data,invalid_timestamp_local_only,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720186000_vend103_protected_vendor_data.sql
20260720191718,tour_duplicate_jobs_tour206,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720191718_tour_duplicate_jobs_tour206.sql
20260720192143,public_profile_recognition_reads,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720192143_public_profile_recognition_reads.sql
20260720193241,tour_tags_owners_saved_views_tour209,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720193241_tour_tags_owners_saved_views_tour209.sql
20260720194500,tour_versions_stops_plan201,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720194500_tour_versions_stops_plan201.sql
20260720195000,tour_stops_holds_plan202_205,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720195000_tour_stops_holds_plan202_205.sql
20260720200000,admin_publication_transactional_publish_pub204,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720200000_admin_publication_transactional_publish_pub204.sql
20260720211534,tour_command_center_projection_rep202,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720211534_tour_command_center_projection_rep202.sql
20260720220000,creator_treaty_legacy_approval_core,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720220000_creator_treaty_legacy_approval_core.sql
20260720220100,creator_treaty_legacy_custody_strategy,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720220100_creator_treaty_legacy_custody_strategy.sql
20260720220200,creator_treaty_legacy_identifiers_ethics,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720220200_creator_treaty_legacy_identifiers_ethics.sql
20260720220300,creator_treaty_legacy_projections_audit_outbox,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720220300_creator_treaty_legacy_projections_audit_outbox.sql
20260720230000,creator_memory_trust_approval_core,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720230000_creator_memory_trust_approval_core.sql
20260720230100,creator_memory_deposits_custodians_packages,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720230100_creator_memory_deposits_custodians_packages.sql
20260720230200,creator_memory_access_reuse_repatriation,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720230200_creator_memory_access_reuse_repatriation.sql
20260720250000,tour_route_legs_route301,invalid_timestamp_local_only,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260720250000_tour_route_legs_route301.sql
20260721120000,venue_profiles_url_slug,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260721120000_venue_profiles_url_slug.sql
20260721203929,admin_publication_outbox_claim_org_scope,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260721203929_admin_publication_outbox_claim_org_scope.sql
20260721214919,admin_role_capability_aliases_sec003,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260721214919_admin_role_capability_aliases_sec003.sql
20260721215705,admin_publication_snapshot_immutability_adr005,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260721215705_admin_publication_snapshot_immutability_adr005.sql
20260721221325,admin_publication_outbox_hardening_pub101,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260721221325_admin_publication_outbox_hardening_pub101.sql
20260721221811,admin_publication_parent_scope_rls_pub102,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260721221811_admin_publication_parent_scope_rls_pub102.sql
20260721235322,planning_venue_catalog,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260721235322_planning_venue_catalog.sql
20260721235608,admin_feature_flag_governance_rel008,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260721235608_admin_feature_flag_governance_rel008.sql
20260722002848,admin_signed_acting_context_sec101,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260722002848_admin_signed_acting_context_sec101.sql
20260726003944,fix_site_map_child_table_owner_rls,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260726003944_fix_site_map_child_table_owner_rls.sql
20260727000000,add_logistics_thread_type_and_reactions,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260727000000_add_logistics_thread_type_and_reactions.sql
20260728000000,venue_kit_settings,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000000_venue_kit_settings.sql
20260728000001,marketplace_listing_kinds,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000001_marketplace_listing_kinds.sql
20260728000002,marketplace_service_definitions,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000002_marketplace_service_definitions.sql
20260728000003,marketplace_external_listings,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000003_marketplace_external_listings.sql
20260728000004,marketplace_external_clicks,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000004_marketplace_external_clicks.sql
20260728000005,marketplace_service_requests,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000005_marketplace_service_requests.sql
20260728000006,marketplace_service_offers,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000006_marketplace_service_offers.sql
20260728000007,marketplace_service_bookings,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000007_marketplace_service_bookings.sql
20260728000008,marketplace_post_attachments,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000008_marketplace_post_attachments.sql
20260728000009,marketplace_ticket_collections,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000009_marketplace_ticket_collections.sql
20260728000010,marketplace_fee_rules,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000010_marketplace_fee_rules.sql
20260728000011,marketplace_checkout_attempts,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000011_marketplace_checkout_attempts.sql
20260728000012,marketplace_p2_fk_index_remediation,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000012_marketplace_p2_fk_index_remediation.sql
20260728000013,marketplace_listings_fts,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000013_marketplace_listings_fts.sql
20260728000014,marketplace_orders_p6_guest_checkout,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000014_marketplace_orders_p6_guest_checkout.sql
20260728000015,marketplace_admin_moderation_columns,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000015_marketplace_admin_moderation_columns.sql
20260728000016,marketplace_listings_search_vector,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728000016_marketplace_listings_search_vector.sql
20260728001000,post_style_profiles,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728001000_post_style_profiles.sql
20260728001001,post_appearances,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728001001_post_appearances.sql
20260728001002,post_appearance_revisions,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728001002_post_appearance_revisions.sql
20260728001003,post_styles_feature_flags,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728001003_post_styles_feature_flags.sql
20260728162903,audit_comment_count_trigger,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728162903_audit_comment_count_trigger.sql
20260728181917,work_mode_ux_telemetry,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728181917_work_mode_ux_telemetry.sql
20260728185712,work_mode_worker_actions,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728185712_work_mode_worker_actions.sql
20260728195837,venue_booking_lifecycle,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728195837_venue_booking_lifecycle.sql
20260728212330,artist_profile_design_drafts,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728212330_artist_profile_design_drafts.sql
20260728224543,harden_post_appearance_v2,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728224543_harden_post_appearance_v2.sql
20260728233640,repair_post_engagement_persistence,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260728233640_repair_post_engagement_persistence.sql
20260731184645,streamlined_tour_builder_quick_start,superseded_conflicting_variant,20260731193454_streamlined_tour_builder_quick_start.sql,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260731184645_streamlined_tour_builder_quick_start.sql
20260731184654,staff_operations_channels,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260731184654_staff_operations_channels.sql
20260731194500,quick_start_event_rpc_rls_repair,superseded_conflicting_variant,20260731194002_quick_start_event_rpc_rls_repair.sql,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260731194500_quick_start_event_rpc_rls_repair.sql
20260731233358,premiere_post_styles_v3,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260731233358_premiere_post_styles_v3.sql
20260801215649,global_search_indexes,superseded_conflicting_variant,20260801221454_global_search_indexes.sql,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260801215649_global_search_indexes.sql
20260801221059,artist_booking_management,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260801221059_artist_booking_management.sql
20260804003756,staff_shifts_soft_delete,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260804003756_staff_shifts_soft_delete.sql
20260804093000,staff_shift_assignments_tour_id,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260804093000_staff_shift_assignments_tour_id.sql
20260804102000,backfill_roster_assignments_from_audit,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260804102000_backfill_roster_assignments_from_audit.sql
20260804130000,event_provider_foundation,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260804130000_event_provider_foundation.sql
20260804131000,event_discovery_postgis,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260804131000_event_discovery_postgis.sql
20260804132000,event_claims_merges,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260804132000_event_claims_merges.sql
20260809005744,admin_logistics_plan_workspace_v1,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260809005744_admin_logistics_plan_workspace_v1.sql
20260811182035,admin_owner_org_scope_repair,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260811182035_admin_owner_org_scope_repair.sql
20260811201816,communications_command_center_foundation,local_only_unapplied,,supabase/migration-archive/pre-reconciliation-local-only-2026-08-20/20260811201816_communications_command_center_foundation.sql
